No,User Name,Rating Bintang,Tanggal,Isi Ulasan Asli,Master Ground Truth,Prediksi ML (Naive Bayes),Confidence Score (%),Prob Positif (%),Prob Negatif (%),Status Anomali
3827,Bapak Jepara,5,2026-08-15,jos,Positif,Positif,93.8,93.8,5.8,Sesuai
3828,Zulfan Yusuf,5,2026-08-15,Bagus,Positif,Positif,98.2,98.2,1.7,Sesuai
3829,linda rohyani,1,2026-08-15,"logout sendiri, setiap mau login lagi selalu loading, captcha tidak mau muncul, padahal signal lancar, wifi aman",Negatif,Negatif,89,10.4,89,Sesuai
3830,Fatorahman Saadu,1,2026-08-14,"tolong di perbaiki user experience sangat kacau, aplikasi sangat lambat, banyak bug, anak magang yang buat ya?",Negatif,Negatif,87.6,11.7,87.6,Sesuai
3831,Muhamad Alifun,1,2026-08-14,aplikasi apa ini cuman bisa buat bpjs capek ngantri jembut,Negatif,Negatif,92.2,7.2,92.2,Sesuai
3832,Herman Minggu,5,2026-08-14,sering tdk bisa terhubung dgn server RS,Positif,Negatif,53.1,45.5,53.1,🚨 Bintang 4-5 tapi Prediksi ML Negatif (Taktik Komplain)
3833,Muhamad Cepi Ramdani (CurenMarvel),5,2026-08-14,Bagus,Positif,Positif,98.2,98.2,1.7,Sesuai
3834,Mulloh saeful,5,2026-08-14,ok,Positif,Positif,51.5,51.5,45.6,Sesuai
3835,Jonj Poc,5,2026-08-14,mudah dipakai,Positif,Positif,84.3,84.3,15.1,Sesuai
3836,Rizka Azhari,1,2026-08-14,tolong dong admin buruk banget ni aplikasi nya udah berhari hari down ngak bisa mau cek in ngak bisa. di hapus lalu di download baru malah capcah nya ngak keluar keluar kacau ni orang mau berobat sangat terhambat,Negatif,Negatif,95,4.8,95,Sesuai
3837,Soim Soim,5,2026-08-14,sangat membantukepada masarakat yang tidak mampu,Positif,Negatif,57.4,40.4,57.4,🚨 Bintang 4-5 tapi Prediksi ML Negatif (Taktik Komplain)
3838,Maswid 4d,5,2026-08-14,mantab,Positif,Positif,99.2,99.2,0.7,Sesuai
3839,Bin Sahlan Bardan,3,2026-08-14,sangat membantu,Positif,Positif,99.7,99.7,0.3,Sesuai
3840,nita ramdhania,5,2026-08-14,"sangat mudah untuk merubah data diri peserta,mksh sukses sll",Positif,Positif,98.1,98.1,1.6,Sesuai
3841,Kakyoin Noriaki,1,2026-08-14,aplikasi dongo minta kode otp ga dikirim kirim dongoooo,Negatif,Negatif,96.7,2.8,96.7,Sesuai
3842,Siti Papat,2,2026-08-14,"kak tolong perbaiki apk ny dong, kenapa di hp ku gak bisa instal atau di update",Negatif,Negatif,83.4,15.4,83.4,Sesuai
3843,zakaria hendra,1,2026-08-14,Aplikasi mempersulit hidup..sudah dilakukan perubahan data email & nomor telpon tetap gak bisa masuk tetap terbaca nomor telpon & email yang lama,Negatif,Negatif,88.5,10.8,88.5,Sesuai
3844,Ifa Rifa,1,2026-08-14,apk mempersulit TDK bisa login,Negatif,Negatif,96,3.8,96,Sesuai
3845,Chika Alvian,5,2026-08-14,bagus mantap,Positif,Positif,99.8,99.8,0.2,Sesuai
3846,Deni Albar,5,2026-08-14,sangat membantu,Positif,Positif,99.7,99.7,0.3,Sesuai
3847,Wasis Setiono,1,2026-08-14,layanan terburuk yang pernah diciptakan.,Negatif,Negatif,83.4,15.4,83.4,Sesuai
3848,Mas Maman,5,2026-08-14,untuk developer mohon untuk di sediakan menu reset password ATW mode lain untuk log in..saya mau lo in menggunakan NIK saya sendiri lupa paswordnya..dan sampai sekarang belum bisa melihat kelas BPJS saya..apakah sudah terdaftar di dalam satu KK ataw saya sendiri..,Positif,Negatif,78.3,19.8,78.3,🚨 Bintang 4-5 tapi Prediksi ML Negatif (Taktik Komplain)
3849,fhiand USA,1,2026-08-14,aplikasi tulul yang bikin GK sekalah,Negatif,Negatif,80.5,18.2,80.5,Sesuai
3850,nggothings,1,2026-08-14,"TIDAK BISA MENDAFTAR ONLINE, KETERANGANNYA NO REKAM MEDIS TIDAJ TERDAFTAR PADAHAL SAYA SUDAH TERDAFTAR. TOLONG DIPERBAIKI SECEPATNYA",Negatif,Negatif,86.6,13.1,86.6,Sesuai
3851,Kaito,1,2026-08-14,kode otp ga masuk masuk padahal udah nunggu lama,Negatif,Negatif,99,1,99,Sesuai
3852,raden rasyid,5,2026-08-14,sangat membantu,Positif,Positif,99.7,99.7,0.3,Sesuai
3853,Aditya Dwi Rahman,1,2026-08-14,"tidak bisa dpakai daftar faskes pertama walau masih ada antrian dengan alasan sudah mencapai batas maksimal. percuma tiap bulan dpotong gaji klo tidak bisa dipakai, sedangkanpndaftaran offline full terus",Negatif,Negatif,89.6,9.5,89.6,Sesuai
3854,Lisna Affy,1,2026-08-14,terlalu ribet.. mending pake kartu lagi daftar gagal terus padahal internet lancar,Negatif,Negatif,88.2,11.3,88.2,Sesuai
3855,Leny Selvianti,5,2026-08-14,bermanfaat,Positif,Positif,96.3,96.3,3.4,Sesuai
3856,Ita Rosita,5,2026-08-14,mudah dgunakan,Positif,Positif,92.5,92.5,7.3,Sesuai
3857,Nanik Faujiyanti,5,2026-08-14,bagus,Positif,Positif,98.2,98.2,1.7,Sesuai
3858,Noer Haetun,5,2026-08-14,bagis,Positif,Positif,51.5,51.5,45.6,Sesuai
3859,Sky agent,5,2026-08-14,Good,Positif,Positif,98.5,98.5,1.3,Sesuai
3860,Neneng Ariani,5,2026-08-14,oke,Positif,Positif,97.4,97.4,2.4,Sesuai
3861,MD chenel,5,2026-08-14,best pokokx dahh.... daftarin lewat aplikasi /online,Positif,Positif,75.4,75.4,23.5,Sesuai
3862,Citra Niaga Celebes,5,2026-08-14,Semoga semua smakin dipermudah,Positif,Positif,93,93,6.9,Sesuai
3863,arjuna khatulistiwa,5,2026-08-14,mantap,Positif,Positif,99.2,99.2,0.7,Sesuai
3864,Abida Cantik,1,2026-08-14,terlalu rumit untuk wajah. kayak di buat susah. pendaftaranya,Negatif,Negatif,94.1,5.3,94.1,Sesuai
3865,Arofi ali Maskur,5,2026-08-14,bagus,Positif,Positif,98.2,98.2,1.7,Sesuai
3866,unik Betha,1,2026-08-14,Ya Allah tolong aplikasinya susah bgt masuk tolong kupasrahkan padaMu ya Allah,Negatif,Negatif,85.1,13.5,85.1,Sesuai
3867,Andrie Darajat,5,2026-08-14,"mantap, mudah dan sangat membantu",Positif,Positif,99.9,99.9,0.1,Sesuai
3868,Indah Yuli Marjati,1,2026-08-14,"aplikasinya sangat jelek sekali. susah sekali proses loginnya. setelah bisa masuk, mau ambil antrean muncul notif belum dapat diproses, gitu terus berulang-ulang.",Negatif,Negatif,92,7.7,92,Sesuai
3869,Gaming Newbie,1,2026-08-14,"apk ga jelas bolak balik minta kode verifikasi login ga bisa"" aneh",Negatif,Negatif,99.3,0.6,99.3,Sesuai
3870,Ade Fatih,5,2026-08-14,efektifitas mantaf,Positif,Positif,75.3,75.3,21.8,Sesuai
3871,Apil Gaul,5,2026-08-14,sangat membantu,Positif,Positif,99.7,99.7,0.3,Sesuai
3872,andi tana,5,2026-08-14,trims kas uda bantu saya,Positif,Positif,90.7,90.7,8.5,Sesuai
3873,Riswanto rm,2,2026-08-14,"agak rumit aplikasi y, klu yang gaptek, gak jadi berobat karena tidak tahu daftar secara online",Negatif,Negatif,68.6,29.1,68.6,Sesuai
3874,k ikot,5,2026-08-14,bagitulah,Positif,Positif,51.5,51.5,45.6,Sesuai
3875,mamang sugi,4,2026-08-14,mudah di gunakan,Positif,Positif,90.8,90.8,9.2,Sesuai
3876,17 Farhan Assidiqi,1,2026-08-14,"aplikasi gjls ga bisa menerima kode verifikasi nomor, alesan tidak bisa di proses",Negatif,Negatif,88.2,11.4,88.2,Sesuai
3877,Sigit Pamungkas,1,2026-08-14,gagal terus. malah bikin ribet,Negatif,Negatif,98.1,1.7,98.1,Sesuai
3878,Yadi Ucil,1,2026-08-14,aplikasi sampah minta kode verifikasi aja ga bisa bisa aneh,Negatif,Negatif,98.8,1.1,98.8,Sesuai
3879,Hardi Saputra,4,2026-08-14,kenapa ngelag ya,Positif,Positif,50.5,50.5,48,Sesuai
3880,sasa,1,2026-08-14,"aplikasi dari pemerintah tapi error trs, uang banyak seharusnya bisa buat server berjalan dengan baik.",Negatif,Negatif,84.9,14.1,84.9,Sesuai
3881,Rayhan Gilbran,1,2026-08-14,"Aplikasi bodoh, buat apa pake captcha? kok jadi ngalahin aplikasi bank? sangat menyusahkan orang orang berumur.",Negatif,Negatif,90.4,8.4,90.4,Sesuai
3882,Jehoova Jireh,5,2026-08-14,sangat membantu,Positif,Positif,99.7,99.7,0.3,Sesuai
3883,Nikken Netya Ratri,1,2026-08-14,setiap mau daftar ke klinik atau rs harus menggunakan apk ini tp susah masuk susah kebuka,Negatif,Negatif,86.7,12.7,86.7,Sesuai
3884,Abd Haris Nasution,5,2026-08-14,Terbaik🔥,Positif,Positif,81,81,18.5,Sesuai
3885,Kriswandi,5,2026-08-14,Bagus,Positif,Positif,98.2,98.2,1.7,Sesuai
3886,sabrie madani,5,2026-08-14,baik,Positif,Positif,81,81,18.5,Sesuai
3887,Adry,1,2026-08-14,"setiap buka apk hatus login lagi, apk prematur",Negatif,Negatif,86.3,11.7,86.3,Sesuai
3888,Black Cikhuy,1,2026-08-14,menyulitkan orang mau brobat blum lagi kendala sinyal saat pendaftaran ulang d RS ny dan aplikasi MOBILE JKN harus login ulang trus padahal password ny udah benar tapi selalu salah di aplikasi nya Tolong lah BPJS KESEHATAN di tingkatkan lagi kualitas Aplikasi ini sudah berapa tahun ini kyak gini trus. Apakah sengaja aplikasi nya di buat sperti ini saja?......,Negatif,Negatif,90.9,8.4,90.9,Sesuai
3889,Jafar,5,2026-08-14,baik dan bagus,Positif,Positif,97.8,97.8,2.1,Sesuai
3890,Jaenal Abidin,5,2026-08-14,pake mobile jkn segala nya jadi mudah,Positif,Positif,85.8,85.8,13.5,Sesuai
3891,Metro Bukan,5,2026-08-14,sangat bermanfaat,Positif,Positif,98.7,98.7,1.2,Sesuai
3892,Novi Lestari,5,2026-08-14,Terima kasih,Positif,Positif,95.5,95.5,4.3,Sesuai
3893,Juandaajr Ajr,5,2026-08-14,aplikasinya mudah/praktis gak ribet di oprasikannya.terimakasih...ok,Negatif,Positif,75.6,75.6,24,Sesuai
3894,I'm Jarvis,1,2026-08-14,"Tlol kalau dari awal penambahan peserta harus dilakukan sama NIK yg udah nikah sampaikan dari awal dong, jangan terlanjur gw resgistrasi pakek Nik sendiri buat keperluan ortu malah dipersulit kek gini.",Negatif,Negatif,91.2,8.1,91.2,Sesuai
3895,Salma Maulidina,1,2026-08-14,nungguin hampir 1 jam buat kode verifikasi dri sms gk muncul² ribet bgt verifikasi kamera wajah juga gk bner,Negatif,Negatif,98.1,1.7,98.1,Sesuai
3896,Mk,5,2026-08-14,Baik,Positif,Positif,81,81,18.5,Sesuai
3897,Sabar Sabarudin,1,2026-08-14,nungguin kode verifikasi SMS lama bgt,Negatif,Negatif,88.1,11.2,88.1,Sesuai
3898,Zul Afriandi Batubara,5,2026-08-14,bagus,Positif,Positif,98.2,98.2,1.7,Sesuai
3899,Rina Utamiwki,2,2026-08-14,"aplikasi bini capek,,,udah sakit malah di bikin susah,,,login berkali dg data yg sama gak kunjung bisa masuk padahal gak adayg berubah,,ini aplikasi di buat cuma buat menyulitkan pasien",Negatif,Negatif,97.7,2.1,97.7,Sesuai
3900,Titin Tandini,5,2026-08-14,bagus penanganan Nya,Positif,Positif,92.6,92.6,6.9,Sesuai
3901,Tauhiduluhiyah Tauhid,5,2026-08-14,mantap......,Positif,Positif,99.2,99.2,0.7,Sesuai
3902,Simon Umboh,5,2026-08-14,"iklan sangat sangat sangat mengganggu saya tidak suka,apalagi ditawarkan penghapus ini dan itu ,saya sangat tidak suka jengkel",Positif,Positif,68.9,68.9,28.9,Sesuai
3903,Asep Polesdetaeling,5,2026-08-14,asallamualaikum alhamdulilah sudah daftar di aplikasi mobile jkn bisa mudah Terima kasih🙏,Positif,Positif,92.4,92.4,7.4,Sesuai
3904,Vita Nata,5,2026-08-14,oke banget,Positif,Positif,96.3,96.3,3.2,Sesuai
3905,indar,1,2026-08-14,terlalu menyusahkan bagi yang masyarakat yang tidak mampu membeli gadget...harusnya nik tidak dibatasi dalam satu perangkat soalnya tidak semua org punya handphone yg support aplikasi ini..,Negatif,Negatif,86.6,12.1,86.6,Sesuai
3906,Siti Arofa,1,2026-08-14,lucu kali zaman sekarang orang tiba tiba sakit disuruh daftar online dulu dah gitu dah lewat batas waktu Maslaah mana lah tau kapan orang sakit kalo tau kapan sakit gk perlu berobat langsung jaga kesehatan ini teruntuk puskesmas pengalihan,Negatif,Negatif,90.4,9.3,90.4,Sesuai
3907,Yandhi Yana,5,2026-08-14,"aplikasi ini berjalan andal tanpa error, cepat dan responsif",Positif,Positif,94,94,5.8,Sesuai
3908,Ahmad Shafarullah,1,2026-08-14,"parah, mau login ga bisa di klik masuk nya wkwkwkwk Ampe miliaran padahal budget aplikasi nya",Negatif,Negatif,94.1,5.4,94.1,Sesuai
3909,"Febriansyah., A. Md",5,2026-08-14,pelayanan mantap,Positif,Positif,98,98,1.8,Sesuai
3910,Nasrul Irul,5,2026-08-14,"mantap , dan mudah memakai aplikasi jkn",Positif,Positif,97.2,97.2,2.7,Sesuai
3911,Ricky Haryadi,1,2026-08-14,"kenapa selalu menyulitkan rakyat, kenapa selalu di bikin ribet, sekarang daftar di mobile jkn no hp harus terdaftar dulu, padahal dulu daftar di mobile jkn no hp dan email langsung terdaftar otomatis, klo sekarang harus di daftarin dulu di kantor. ribet banget harusnya sistemnya dibikin seperti NPWP setelah bikin di kasih soft file gk harus daftar mobile jln segala.",Negatif,Negatif,93,6.7,93,Sesuai
3912,"Eko Dayu Anggara, S. Kom",5,2026-08-14,"saran min Di tambahkan estimasi jam Di layani, agar peserta datang sesuai jam",Positif,Positif,68.5,68.5,30.5,Sesuai
3913,Hilman Hilcullers10,5,2026-08-14,mantap memudahkan masyarakat mendapatkan pelayanan kesehatan,Positif,Positif,98.1,98.1,1.7,Sesuai
3914,Nursiah 57,1,2026-08-14,"apk apa ini, mau login suruh masukin captha tapi capthanya muter"" terus tolong dibenerin dong saya butuh soalnya",Negatif,Negatif,95.5,4,95.5,Sesuai
3915,Yogi Pratama,5,2026-08-14,trimaksih JKN mobile,Positif,Positif,66.2,66.2,32.1,Sesuai
3916,Septia Yuliana,5,2026-08-14,mantaap,Positif,Positif,81.8,81.8,16.1,Sesuai
3917,Yaaro Ndruru,5,2026-08-14,apk ini mudah kita mendaftar,Positif,Positif,83.4,83.4,15.8,Sesuai
3918,Jonet56 Jonet56,2,2026-08-14,login usname password udah benar semua tapi gak bisa masuk mohon pencerahannya,Negatif,Negatif,94.6,5,94.6,Sesuai
3919,suanda hana,1,2026-08-14,"pelayanan sampah, otp SMS gak muncul-muncul",Negatif,Negatif,93.2,6.6,93.2,Sesuai
3920,Marlina Ollsop,1,2026-08-14,tidak bisa D unduh,Negatif,Negatif,79.2,20.1,79.2,Sesuai
3921,Ari Udi,5,2026-08-14,sangat memuaskan,Positif,Positif,96.7,96.7,2.9,Sesuai
3922,Hendi Rohendi,5,2026-08-14,tdk bs masuk,Positif,Negatif,88.5,11.1,88.5,🚨 Bintang 4-5 tapi Prediksi ML Negatif (Taktik Komplain)
3923,Komar Sky,5,2026-08-14,pelayanannya cepat dan mudah,Positif,Positif,99.6,99.6,0.4,Sesuai
3924,Arsya Maoza,5,2026-08-13,sangat membantu untuk kesehatan,Positif,Positif,98.7,98.7,1.2,Sesuai
3925,Mega Ayu Sugiono,5,2026-08-13,so far so good. thq,Positif,Positif,96.4,96.4,3.1,Sesuai
3926,Herry stiawan,5,2026-08-13,bagus dan menyenangkan,Positif,Positif,97.7,97.7,2,Sesuai
3927,Handy Tan,5,2026-08-13,ok,Positif,Positif,51.5,51.5,45.6,Sesuai
3928,Subkhan Messi,5,2026-08-13,Sangat membantu masalah kesehatan,Positif,Positif,95.6,95.6,4.1,Sesuai
3929,Dini Mayasari,5,2026-08-13,ok,Positif,Positif,51.5,51.5,45.6,Sesuai
3930,Arie Aiko,5,2026-08-13,ku njok stars sepuluh lah kalo ada,Positif,Positif,54.2,54.2,43.5,Sesuai
3931,tri nuryana,1,2026-08-13,"Aplikasi ini sangat buruk, bisa bisanya NIK saya terdaftar atas nama orang lain. HEIII HARUSNYA PENGAWASANNYA KETAT DONG. APALAGI SAMPE NIK DIPAKAI SAMA ORANG LAIN??? JUJUR GA NGERTI SAMA APLIKASI INI",Negatif,Negatif,93.5,6,93.5,Sesuai
3932,Dedy Wahyudi,5,2026-08-13,puas,Positif,Positif,95.4,95.4,4.2,Sesuai
3933,Rosita Dewi,1,2026-08-13,lemot banget,Negatif,Negatif,86.5,12.7,86.5,Sesuai
3934,Ria Tristati,5,2026-08-13,mantap sangat membantu dah mudah di gunakan,Positif,Positif,99.6,99.6,0.4,Sesuai
3935,Pantau 39,5,2026-08-13,semakin bagus,Positif,Positif,93.5,93.5,6.2,Sesuai
3936,alfirudin,1,2026-08-13,ga jelas sumpah,Negatif,Negatif,96.3,3.5,96.3,Sesuai
3937,Guru Honorer,5,2026-08-13,oke,Positif,Positif,97.4,97.4,2.4,Sesuai
3938,Setyono Riyanto,1,2026-08-13,"sudah di rujuk tgl 15 oleh dokternya, mau ambil daftar antrian sudah masukin sesuai tgl malah ket dokter tidak praktek,jelas2 praktek hari sabtu di jadwal",Negatif,Negatif,81.5,16.8,81.5,Sesuai
3939,Adrian Silitonga,1,2026-08-13,aplikasi pemerintah ga ada yang betul,Negatif,Negatif,89.4,9.9,89.4,Sesuai
3940,M Aji,5,2026-08-13,aplikasi yg sangat membantu dan gampang di pahami. terimakasih😍,Positif,Positif,99,99,1,Sesuai
3941,Meisna Wati,1,2026-08-13,"klo gbsa bikin aplikasi yg bagus gausah lah pake gini2an buat akses ke fasilitas kesehatan , mempersulit rakyat ini. toh kmi juga bayar tp kmi jg yg dipersulit. mau registrasi saja error lah yg gd koneksilah . aplikasi rusakk!!!",Negatif,Negatif,79.7,19.4,79.7,Sesuai
3942,Riki Ramadhan,5,2026-08-13,mantul,Positif,Positif,99.2,99.2,0.7,Sesuai
3943,Rizka Aulia,5,2026-08-13,bagus,Positif,Positif,98.2,98.2,1.7,Sesuai
3944,Heru Andesco,5,2026-08-13,ok,Positif,Positif,51.5,51.5,45.6,Sesuai
3945,Nabillah Sauraya,1,2026-08-13,eror mulu kalo mau login,Negatif,Negatif,93.8,5.7,93.8,Sesuai
3946,pankgih pangestu,5,2026-08-13,"bagus, sangat membantu",Positif,Positif,99.8,99.8,0.2,Sesuai
3947,Alfi nur Afizah,5,2026-08-13,keren bgt,Positif,Positif,92.8,92.8,6.4,Sesuai
3948,Duta Sport,5,2026-08-13,bagus,Positif,Positif,98.2,98.2,1.7,Sesuai
3949,izzatul abidah,5,2026-08-13,mudah dan praktis di gunakan,Positif,Positif,98.5,98.5,1.5,Sesuai
3950,Risdi Yantoo,5,2026-08-13,mobile JKN fitur komplit dan lebih jelas secara detail menyampaikan info info,Positif,Positif,69.8,69.8,28.9,Sesuai
3951,Zx• yun,1,2026-08-13,"aplikasi bodong, ribet tiap bulan suruh bayar, padahal ga pernah kepakek, mau nonaktifkan juga susah ribet",Negatif,Negatif,97.2,2.3,97.2,Sesuai
3952,Dwiyanto Ari Nugroho,1,2026-08-13,kabanyakan verifikasi email bisa lewat sms gak bisa terus tolong diperbaiki lah,Negatif,Negatif,93,6.7,93,Sesuai
3953,chanelboi indonesia,1,2026-08-13,bpjs mandiri telat iuran baru 3hr. udh kena denda 45hr gk bisa rawat inap. mengatasnamakan layanan kesehatan pelayanan kaya iblis laknatullah.,Negatif,Positif,61.6,61.6,37.3,💡 Bintang 1-2 tapi Prediksi ML Positif (Pujian / Salah Klik)
3954,Amrina Amin,4,2026-08-13,aplikasi berjalan dengan baik,Positif,Positif,76.3,76.3,22.1,Sesuai
3955,Rini Aja,1,2026-08-13,"tolong dong nik kok bisa salah padahal biasa pakai nik ini, salahnya dmna kan nik ini yg d gunakan.",Negatif,Negatif,83.8,15.4,83.8,Sesuai
3956,Ddy Srhn,5,2026-08-13,mobile jkn sangat membantu dalam utusan kesehatan,Positif,Positif,99.4,99.4,0.5,Sesuai
3957,sian Diartha,5,2026-08-13,sangat bagus bagi orang awam seperti saya..semoga JKN semakin ke depan,Positif,Positif,95.6,95.6,4,Sesuai
3958,Sugiono Kangmas Jamboel,5,2026-08-13,"Pelayanan dan proses dari faskes pertama sampai dengan faskes selanjutnya mudah, lancar tanpa kendala yg berarti asal semua perlengkapan persyaratan sudah sesuai",Positif,Positif,86.6,86.6,12.7,Sesuai
3959,Muhamad Ilham,5,2026-08-13,Sangat bermanfaat sekali,Positif,Positif,99,99,0.8,Sesuai
3960,Asep Kurniadi,5,2026-08-13,bagus,Positif,Positif,98.2,98.2,1.7,Sesuai
3961,Ade Wibowo,1,2026-08-13,"apk minta update terus.. macam ada pembaharuan patch aj.. g pelayanan, apk sama-sama ribet",Negatif,Negatif,81.3,17.2,81.3,Sesuai
3962,Wa Sutini,1,2026-08-13,"Aplikasinya aneh, suka keluar sendiri dari akun yg katanya log in di device lain. Padahal hanya di akun ini aja. Lalu saat mau log in, sudah sesuai NIK dan password, tp selalu salah dan ga bisa log in. Akhirnya ganti password. Hal kyk gini sudah terjadi berkali-kali, tiap bulan malah.",Negatif,Negatif,98.9,1,98.9,Sesuai
3963,Qmonx Syalala Rastaman,1,2026-08-13,aplikasi tolol keluar reset sendiri,Negatif,Negatif,96.5,3.2,96.5,Sesuai
3964,ismono ory,3,2026-08-13,kenapa ga kompatibel dengan perangkat saya,Netral,Negatif,84.1,12.4,84.1,Sesuai
3965,Dian Arjuna,5,2026-08-13,memudahkan pendaftaran,Positif,Positif,86,86,13.5,Sesuai
3966,meilan anggraini9,1,2026-08-13,ganguan trus susah banget mau daftar dari jkn,Negatif,Negatif,87.6,10.9,87.6,Sesuai
3967,Jackson Gray,1,2026-08-13,"aplikasi apaan, mempersulit saja, kalau sudah ada kartu kenapa harus daftar sini lagi, udah gitu sms verifikasi no hp ga masuk"", aplikasi sampah, tujuan nya hanya untuk mempersulit orang untuk berobat",Negatif,Negatif,97.7,2.2,97.7,Sesuai
3968,ekopurwanto damkar,5,2026-08-13,mudah,Positif,Positif,92.5,92.5,7.3,Sesuai
3969,Rusman Panggalo,5,2026-08-13,Aplikasi cepat dipelajari dan sangat bermanfaat. Terima kasih,Positif,Positif,99.6,99.6,0.3,Sesuai
3970,Supri Yatna,5,2026-08-13,sangat membantu,Positif,Positif,99.7,99.7,0.3,Sesuai
3971,Saminem Mulia,1,2026-08-13,sampah,Negatif,Negatif,85.2,14.1,85.2,Sesuai
3972,aziza khusna,1,2026-08-13,tiba2 ke log out.. sdh update tp login lg gak bisa..,Negatif,Negatif,94,5.7,94,Sesuai
3973,Wahyu Di (Yudi),5,2026-08-13,mantap,Positif,Positif,99.2,99.2,0.7,Sesuai
3974,Pieeilaa,1,2026-08-13,ini yang bener aja saya mau daftar VERVIKASI nomer susah banget. maksimal 200detik dan melebihi itu kode katanya kadaluarsa. nunggu nya 1 jam an lebih. tolong di perbaiki dong astaga. susah banget dari kemarin,Negatif,Negatif,93.5,5.9,93.5,Sesuai
3975,Eko Sugeng Winarno,1,2026-08-13,benar benar menyusahkan bpjs,Negatif,Negatif,81.2,17.4,81.2,Sesuai
3976,yun anto,5,2026-08-13,semoga pelayanannya semakin okey,Positif,Positif,93.1,93.1,6.5,Sesuai
3977,Qurniawati,1,2026-08-13,HP oppo F9 lama udh gk bisa pake mobile JKN versiy udh terlalu berat..buat daftar online berobat aj ko susah amat..,Negatif,Negatif,92.4,7.4,92.4,Sesuai
3978,Kaysia Smith,3,2026-08-13,"Bantu kak ,pas saya masukan nomor telepon untuk verifikasi tapi tidak ada pesan masuk kak,pas saya tanya ke pihak BPJS katanya harus diisi pulsa dulu, setelah saya isi dan coba lagi tetap ga bisa itu gimana caranya lagi ya kak mohon bantuannya kak 🙏",Netral,Negatif,79.7,16.6,79.7,Sesuai
3979,Hay ani,5,2026-08-13,memudahkan pasien,Positif,Positif,79.8,79.8,19.3,Sesuai
3980,imam hamdi,5,2026-08-13,sangat mudah dan membantu,Positif,Positif,99.7,99.7,0.3,Sesuai
3981,Andika putra,5,2026-08-13,sangat membantu aplikasi berfungsi dengan baik,Positif,Positif,94.4,94.4,5.1,Sesuai
3982,Dapoer Nino,1,2026-08-13,"buruuuk banget aplikasi ini, maaf. dari kemarin masuk ke aplikasi gak bisa. ambil nomer antrian untuk ke faskes lanjutan saja lewat jkn gagal terus. sudah 3 hari... bpjs maksudnya gimana? koq semakin sulit, bukanya semakin mudah",Negatif,Negatif,95.3,4.5,95.3,Sesuai
3983,Ahmad Kursidin,5,2026-08-13,bagus,Positif,Positif,98.2,98.2,1.7,Sesuai
3984,Hamdika “Mansyur” Mansur,5,2026-08-13,sangat membantu dan praktis mudah di pahami,Positif,Positif,99.7,99.7,0.3,Sesuai
3985,Enik Kusumadewi,5,2026-08-13,Dipermudah dalam hal layanan kesehatan,Positif,Positif,97.2,97.2,2.6,Sesuai
3986,Sabransyah Amd,1,2026-08-13,"sudah di tuliskqn no hp namun menunggu sms untuk dapatkan otp gak dikirim kirim kode otpnya sangat mengecewakan, pemberitahuannya tidak dapat di proses silakam coba lagi udah berkali kali...",Negatif,Negatif,95.7,3.9,95.7,Sesuai
3987,SEFTIAN RAHMADANI,2,2026-08-13,"mau bikin akun kok ribet banget ya, udah mana verifikasi wajah mirror miring gitu gabisa simetris, trus kode OTP lewat telepon juga nggak masuk2 padahal udah bener. semoga cepat berbenah",Negatif,Negatif,98,1.8,98,Sesuai
3988,family kania,1,2026-08-13,runtah,Negatif,Positif,51.5,51.5,45.6,💡 Bintang 1-2 tapi Prediksi ML Positif (Pujian / Salah Klik)
3989,Canggih Jaya Perkasa,5,2026-08-13,josss gandhossss,Positif,Positif,93.8,93.8,5.8,Sesuai
3990,Chery Boi,1,2026-08-13,tida rekomen,Negatif,Positif,55.1,55.1,42.4,💡 Bintang 1-2 tapi Prediksi ML Positif (Pujian / Salah Klik)
3991,Roni Alfrando,1,2026-08-13,"aplikasi aneh, tiap mau daftar harus isi pulsa dulu buat dapat kode otp, belum lagi kode otp GK masuk masuk, padahal pulsa udah kesedot",Negatif,Negatif,99.2,0.6,99.2,Sesuai
3992,Amir. M,1,2026-08-13,"ribet ruibettt tenan. saya sdh perna unduh jkn dan menggunakan nomer hp yg sdh lama gak kepakai, tp memang benar benar sdh tidak bisa. sekarang saya harus memdaftarkan ibu saya yg sebelumnya berobat dan mendaftar sekarang harus pakai jkn. saat sy harus mendaftarkan dengan nomer saya tidak bisa karna nomer sdh perna digunakan. sedang ibu saya tidak punya nomer hp. apakah ibu saya mulai sekarang tidak lagi bisa berobat?? setiap hari mengeluh pusing karna sdh lama kena stroke dan hrs berobat jalan",Negatif,Negatif,91.2,7.8,91.2,Sesuai
3993,Ali Andhra,5,2026-08-13,"terima kasih buwat jkn pokonya,,the best",Positif,Positif,99.2,99.2,0.7,Sesuai
3994,Sutino Oo,5,2026-08-13,"mau daftar online ke paskes, gagal terus",Positif,Negatif,77.9,21.7,77.9,🚨 Bintang 4-5 tapi Prediksi ML Negatif (Taktik Komplain)
3995,Arif Arif,5,2026-08-13,Membantu berobat,Positif,Positif,90,90,9.5,Sesuai
3996,syaepul bahri,5,2026-08-13,ok pokonya,Positif,Positif,82.3,82.3,15.7,Sesuai
3997,Wisnu Wiranto,1,2026-08-13,Aplikasi sampah.,Negatif,Negatif,92.3,7.3,92.3,Sesuai
